label,smile,brow_tension,jaw_open,eye_open
happy,0.715129,0.270227,0.394845,0.683344
happy,0.677795,0.309002,0.526725,0.766497
happy,1.0,0.222922,0.372589,0.915831
happy,0.785948,0.226629,0.306639,0.768257
happy,0.545152,0.126017,0.218445,0.389436
happy,0.882967,0.166403,0.242682,0.753959
happy,0.598286,0.291207,0.521636,0.496638
happy,0.894828,0.220869,0.488339,0.728394
happy,0.647197,0.038063,0.214684,0.62881
happy,0.87871,0.264749,0.387119,0.908932
happy,0.526026,0.080991,0.21095,0.71006
happy,0.547537,0.141025,0.516933,0.842578
happy,0.939125,0.143058,0.225263,0.739208
happy,0.638399,0.191694,0.334515,0.777168
happy,0.926266,0.341729,0.465317,0.672511
happy,0.831935,0.162788,0.240557,0.485707
happy,0.681845,0.252432,0.435396,0.708443
happy,0.82298,0.144612,0.555153,0.7244
happy,0.713722,0.269733,0.334133,0.751231
happy,0.93376,0.120999,0.319901,0.679212
happy,0.759998,0.395956,0.465374,0.891695
happy,0.44507,0.25597,0.390794,0.785061
happy,0.759962,0.139231,0.444199,0.681254
happy,0.75705,0.145914,0.332791,0.783646
happy,0.856561,0.202659,0.367642,0.679946
happy,0.865252,0.162067,0.321555,0.723301
happy,0.704991,0.235343,0.556325,0.707029
happy,0.935597,0.300418,0.380028,0.807753
happy,0.933552,0.121673,0.444417,0.886045
happy,0.66962,0.343348,0.439468,0.596866
happy,0.815119,0.064831,0.210965,0.497029
happy,0.789308,0.168108,0.264845,0.632569
happy,0.745266,0.170658,0.29452,0.728018
happy,0.639364,0.14916,0.494506,0.754122
happy,0.535843,0.359744,0.251036,0.938145
happy,0.766234,0.301033,0.139744,0.594851
happy,0.675094,0.145494,0.257568,0.61324
happy,0.736905,0.139666,0.333245,0.747779
happy,0.537535,0.176858,0.233745,0.686721
happy,0.823563,0.060193,0.303757,0.829118
happy,0.875939,0.147471,0.457508,0.741762
happy,0.756992,0.15009,0.383011,0.795447
happy,0.670779,0.247119,0.21214,0.535376
happy,0.816012,0.178267,0.25328,0.748846
happy,0.835028,0.205171,0.526215,0.60465
happy,0.672307,0.292035,0.230319,0.799806
happy,0.557822,0.101349,0.329372,0.64361
happy,0.932427,0.105058,0.346275,0.721972
happy,0.737499,0.313065,0.282322,0.628325
happy,0.632555,0.28744,0.38135,0.738703
happy,0.775832,0.090037,0.40979,0.74497
happy,0.920983,0.242548,0.257573,0.658714
happy,0.964397,0.082174,0.189715,0.734338
happy,0.922525,0.20815,0.212534,1.0
happy,0.660982,0.282454,0.522787,0.714889
happy,0.82318,0.347404,0.199358,0.810649
happy,0.891805,0.325599,0.302258,0.764619
happy,0.683557,0.142128,0.240903,0.78862
happy,0.77493,0.313502,0.069395,0.578739
happy,0.790666,0.373009,0.267295,0.458036
happy,0.683504,0.194989,0.450162,0.860836
happy,0.838827,0.19435,0.602751,0.609994
happy,0.754829,0.262687,0.294459,0.674641
happy,0.831636,0.11557,0.333737,0.685608
happy,1.0,0.28676,0.276146,0.813182
happy,0.63337,0.248916,0.164564,0.811112
happy,0.740269,0.077248,0.409217,0.828002
happy,0.80596,0.225804,0.205654,0.823142
happy,0.504873,0.15261,0.592888,0.521472
happy,0.550354,0.116976,0.403484,0.698961
happy,0.875871,0.211829,0.234992,0.836499
happy,0.691778,0.272059,0.521271,0.779017
happy,0.911004,0.088665,0.309121,0.735875
happy,0.621315,0.337821,0.504568,0.776413
happy,0.830777,0.19628,0.236102,0.628331
happy,0.731155,0.231706,0.345427,0.75136
happy,0.606456,0.135928,0.381289,0.844974
happy,0.570805,0.242303,0.447329,0.704973
happy,0.771332,0.170732,0.357355,0.662883
happy,0.585745,0.342033,0.399415,0.642705
happy,0.917121,0.183361,0.437223,0.486731
happy,0.692485,0.315542,0.534367,0.971018
happy,0.930071,0.38644,0.282647,0.523289
happy,0.481084,0.221252,0.334951,0.925679
happy,0.736656,0.371254,0.178347,0.95943
happy,0.755649,0.346909,0.481296,0.597534
happy,0.871847,0.152957,0.471159,0.799629
happy,0.816039,0.197332,0.337051,0.727434
happy,0.480429,0.310555,0.356919,0.749055
happy,0.655619,0.243513,0.310824,0.93868
happy,0.598108,0.336908,0.270244,0.76875
happy,0.735016,0.116358,0.119486,0.820633
happy,0.559349,0.165801,0.520733,0.903274
happy,0.798676,0.050159,0.348155,0.725812
happy,0.667207,0.344604,0.391397,0.759247
happy,0.750313,0.074848,0.251365,0.578241
happy,0.907979,0.214437,0.41679,0.772452
happy,0.810967,0.377247,0.464362,0.756869
happy,0.780919,0.356231,0.147336,0.902325
happy,0.700625,0.259683,0.330684,0.719947
happy,0.733517,0.0,0.225566,0.597102
happy,0.599605,0.019543,0.419466,0.564063
happy,0.768538,0.324197,0.225708,0.680807
happy,0.891269,0.172867,0.309351,0.406827
happy,0.91492,0.177567,0.190995,0.820248
happy,0.700536,0.193442,0.271916,0.803282
happy,0.830603,0.15362,0.352577,0.916804
happy,0.768648,0.154463,0.518509,0.609395
happy,0.758919,0.079136,0.244818,0.622198
happy,0.816279,0.303732,0.296826,0.805017
happy,0.738926,0.270218,0.255775,0.73843
happy,0.732027,0.213815,0.65003,0.742029
happy,0.91999,0.308945,0.168957,0.759825
happy,0.881177,0.047204,0.256358,1.0
happy,0.764454,0.159424,0.35831,0.585791
happy,0.767281,0.22621,0.320314,0.903605
happy,0.959626,0.307891,0.262175,0.63269
happy,0.593391,0.243261,0.297642,0.626853
happy,0.672264,0.226948,0.372386,0.543076
happy,0.936316,0.220355,0.190021,0.823275
happy,0.650656,0.385059,0.515006,0.78084
happy,1.0,0.114188,0.390947,0.668129
happy,0.646585,0.074889,0.488358,0.671042
happy,0.639258,0.150579,0.726957,0.708492
happy,0.669392,0.18066,0.496354,0.688387
happy,0.730651,0.195725,0.290081,0.667205
happy,0.918703,0.180154,0.342397,0.296617
happy,0.836038,0.325747,0.269929,0.768734
happy,0.621242,0.233278,0.394667,0.388514
happy,0.882134,0.332884,0.33375,0.547992
happy,0.750149,0.186105,0.463236,0.693666
happy,0.735934,0.301768,0.431162,0.716262
happy,0.670196,0.126673,0.27193,0.591114
happy,0.708553,0.321284,0.312969,0.669637
happy,0.507474,0.307798,0.309654,0.794889
happy,0.815001,0.138588,0.414212,0.497119
happy,0.671405,0.354752,0.242487,0.766666
happy,0.757628,0.124727,0.53383,0.688059
happy,0.846789,0.411952,0.173979,0.692871
happy,0.864759,0.19351,0.495477,0.793586
happy,0.781131,0.250896,0.256764,0.484021
happy,0.532006,0.229667,0.230575,0.892719
happy,0.605232,0.024774,0.106937,0.899265
happy,0.757161,0.25693,0.201188,0.918687
happy,0.568881,0.195997,0.295555,0.846619
happy,0.611522,0.157618,0.311443,0.689515
happy,0.750987,0.273232,0.464599,0.654628
happy,0.73325,0.217915,0.398672,0.687069
happy,0.816946,0.231621,0.450028,0.61476
happy,0.778145,0.144633,0.137488,0.603704
happy,0.771568,0.150735,0.232818,0.797742
happy,0.900132,0.27004,0.435929,0.517032
happy,0.81816,0.367666,0.51144,0.716783
happy,0.894865,0.178697,0.313341,0.77019
happy,0.806028,0.141591,0.331117,0.855461
happy,0.695213,0.219323,0.393449,0.842313
happy,0.74551,0.232916,0.498697,0.63904
happy,0.67747,0.063399,0.443171,0.6391
happy,0.68839,0.024038,0.300705,0.569337
happy,0.715846,0.168289,0.356471,0.930625
happy,0.622236,0.194451,0.285789,0.662843
happy,0.773654,0.291659,0.368049,0.736567
happy,0.835119,0.220468,0.306462,0.707902
happy,0.774112,0.050552,0.451037,0.736338
happy,0.845083,0.231691,0.215999,0.623161
happy,0.76077,0.09015,0.502725,0.549809
happy,0.95614,0.23878,0.429786,0.552362
happy,0.729305,0.175358,0.527327,0.990762
happy,0.978935,0.0,0.374299,0.54933
happy,0.760243,0.173349,0.176477,0.560474
happy,0.844525,0.202578,0.295983,0.737306
happy,0.644227,0.275695,0.326453,0.865846
happy,0.536667,0.248429,0.319172,0.534706
happy,0.654154,0.221123,0.438148,0.662025
happy,0.746197,0.16827,0.307744,0.980206
happy,0.851373,0.366528,0.32183,0.775777
happy,0.753592,0.316423,0.39864,0.939907
happy,0.789421,0.178136,0.253461,0.639613
happy,0.855557,0.165345,0.375521,0.823938
happy,0.911564,0.107598,0.332277,0.546788
happy,0.781079,0.203823,0.382972,0.540641
happy,0.70791,0.04358,0.430375,0.640064
happy,0.680897,0.233344,0.434828,0.634315
happy,0.758963,0.231198,0.319456,0.577577
happy,0.672407,0.27399,0.37523,0.548273
happy,0.693978,0.265169,0.351285,0.592704
happy,0.61387,0.215824,0.540816,0.67508
happy,0.649906,0.113632,0.461134,0.430144
happy,0.687637,0.187301,0.271951,0.9687
happy,0.767736,0.208607,0.462913,0.686499
happy,0.548413,0.218135,0.287788,0.615479
happy,0.887523,0.111792,0.347686,0.693626
happy,0.778961,0.393745,0.243015,0.686901
happy,0.871285,0.200764,0.2627,0.631437
happy,0.877345,0.074935,0.542134,0.93838
happy,0.758558,0.234536,0.401265,0.654542
happy,0.788755,0.0,0.156827,0.573798
happy,0.665195,0.244582,0.368818,0.801288
happy,0.746216,0.197923,0.398568,0.586684
happy,0.644203,0.138063,0.185621,0.624595
happy,0.717371,0.096055,0.245573,0.61269
happy,0.870404,0.321265,0.251373,0.835002
happy,0.736237,0.097365,0.314773,0.596742
happy,0.656083,0.06114,0.355873,0.48143
happy,0.664187,0.240311,0.536222,0.667836
happy,0.74697,0.257675,0.315776,0.855164
happy,0.47673,0.217496,0.235586,0.698824
happy,0.878362,0.187696,0.281828,0.689032
happy,0.679215,0.191469,0.285069,0.575452
happy,0.572077,0.236209,0.290612,0.501973
happy,0.58793,0.185943,0.22572,0.694271
happy,0.84783,0.477184,0.364519,0.878636
happy,0.550929,0.119798,0.347205,0.730825
happy,0.55213,0.277758,0.389604,0.720591
happy,0.780545,0.133885,0.438978,0.699929
happy,0.688824,0.232082,0.209598,0.619917
happy,0.680027,0.202785,0.288536,0.701374
happy,0.578007,0.068772,0.37949,0.671113
happy,0.645087,0.208283,0.366747,0.808847
happy,0.779801,0.116388,0.340674,0.818891
happy,0.800064,0.129115,0.468163,0.589511
happy,0.713448,0.018776,0.343914,0.723069
happy,0.710732,0.18592,0.253715,0.748543
happy,0.675391,0.240512,0.382346,0.69437
happy,0.773218,0.217212,0.321392,0.491848
happy,0.922964,0.404991,0.374667,0.597223
happy,0.773455,0.072541,0.410196,0.910991
happy,0.804635,0.250632,0.132424,0.65744
happy,0.607233,0.35789,0.341726,0.66293
happy,0.814148,0.302572,0.426099,0.610687
happy,0.796953,0.25635,0.323255,0.80205
happy,0.675787,0.260345,0.487169,0.76951
happy,0.661556,0.254263,0.458956,0.809227
happy,0.658827,0.208213,0.373068,1.0
happy,0.845048,0.192612,0.500306,0.692201
happy,0.768157,0.369314,0.515675,0.765671
happy,0.685008,0.0,0.383277,0.596873
happy,0.891243,0.324618,0.223911,0.547709
happy,0.718489,0.224108,0.472748,0.542578
happy,0.520934,0.178397,0.298935,0.69026
happy,0.918224,0.153423,0.470659,0.674162
happy,0.808523,0.285301,0.340513,0.486815
happy,0.635285,0.182848,0.173913,0.515832
happy,0.686765,0.100447,0.432259,0.791932
happy,0.452065,0.253624,0.260499,0.668086
happy,0.908159,0.211248,0.316201,0.582456
happy,0.765257,0.255042,0.447478,0.636221
happy,0.980256,0.193495,0.564736,0.719632
happy,0.953168,0.364395,0.264625,0.688532
happy,0.738348,0.27867,0.257086,0.554216
happy,1.0,0.28175,0.499767,0.743168
happy,0.804915,0.286445,0.400375,0.687855
happy,0.730619,0.350846,0.283669,0.809303
happy,0.775627,0.189691,0.463741,0.656724
happy,0.513282,0.295769,0.382076,0.764811
happy,0.892215,0.19869,0.512053,0.674625
happy,1.0,0.086316,0.351812,0.662955
happy,0.601513,0.101107,0.347736,0.454033
happy,0.740366,0.266999,0.207463,0.57725
happy,0.565285,0.142505,0.31479,0.569889
happy,0.649214,0.203607,0.379194,0.517186
happy,0.673698,0.117882,0.144276,0.675234
happy,0.785369,0.211733,0.232447,0.834787
happy,0.834628,0.119773,0.297421,0.805564
happy,0.678824,0.301624,0.51793,0.677316
happy,0.745669,0.19488,0.495212,0.807496
happy,0.620527,0.058571,0.266214,0.642535
happy,0.621125,0.278279,0.350423,0.81425
happy,0.85913,0.104086,0.581064,0.912437
happy,0.71771,0.108609,0.244709,0.761651
happy,0.677505,0.221949,0.552091,0.678249
happy,0.699371,0.2344,0.376912,0.547699
happy,0.529718,0.171766,0.288984,0.617483
happy,0.742666,0.236332,0.238309,0.789109
happy,0.638974,0.174652,0.364501,0.79123
happy,0.888259,0.235668,0.334957,0.74751
happy,0.788569,0.129449,0.342856,0.647861
happy,0.775914,0.028661,0.173888,0.386283
happy,0.836695,0.152656,0.340321,0.421534
happy,0.80692,0.216874,0.500833,0.900977
happy,0.790745,0.206721,0.382483,0.679319
happy,0.709304,0.194155,0.368358,0.585899
happy,0.704545,0.378333,0.281794,0.634982
happy,0.796271,0.103114,0.296505,0.488931
happy,0.732922,0.099806,0.09582,0.743791
happy,0.829184,0.170404,0.562798,0.452057
happy,0.555901,0.200753,0.453854,0.670365
happy,0.689132,0.084941,0.561233,0.609433
happy,0.818133,0.216112,0.169902,0.808577
happy,0.663767,0.234314,0.405955,0.664154
happy,0.948871,0.333575,0.334947,0.810587
happy,0.896599,0.376111,0.308358,0.983883
happy,0.637055,0.075468,0.425507,0.558394
happy,0.951371,0.005642,0.34421,0.783133
happy,0.541262,0.301076,0.167657,0.739563
happy,0.770019,0.217871,0.445427,0.808166
happy,0.644179,0.100395,0.354856,0.456789
happy,0.903663,0.175826,0.627232,0.77241
happy,0.669343,0.091884,0.498859,0.235221
happy,0.689879,0.407427,0.335327,0.788362
happy,0.742492,0.251025,0.243876,0.704589
happy,0.894686,0.194762,0.360177,0.865805
happy,0.872186,0.21603,0.247801,0.540907
happy,0.771049,0.198715,0.555588,1.0
happy,0.945446,0.147113,0.311778,0.469355
happy,0.779487,0.223634,0.460147,0.562849
happy,0.782799,0.196212,0.46461,0.492169
happy,0.903363,0.198878,0.338038,0.520306
happy,0.71796,0.223506,0.30999,0.715665
happy,0.600534,0.190475,0.22721,0.424529
happy,0.571584,0.162641,0.384326,0.700323
happy,0.906407,0.227252,0.349957,0.619644
happy,0.807546,0.186316,0.115102,0.683193
happy,0.739783,0.181497,0.677147,0.781445
happy,0.847241,0.259864,0.290147,0.729605
happy,0.777757,0.225586,0.257539,0.742116
happy,0.706292,0.074687,0.220245,0.635426
happy,0.734612,0.062641,0.15289,0.550268
happy,0.676409,0.346968,0.400425,0.371788
happy,0.676732,0.206603,0.468356,0.674866
happy,0.957995,0.122586,0.59393,0.643199
happy,0.736014,0.233672,0.28114,0.540294
happy,0.797825,0.219332,0.537187,0.819445
happy,0.672878,0.254343,0.248703,0.463078
happy,0.713866,0.13404,0.256113,0.822573
happy,0.732048,0.095775,0.276705,0.719264
happy,0.484864,0.234752,0.361616,0.748273
happy,0.894583,0.316055,0.27987,0.839515
happy,0.759823,0.069485,0.33284,0.661753
happy,0.794435,0.10861,0.236773,0.729167
happy,0.650267,0.143258,0.255293,0.734708
happy,0.762703,0.145703,0.0,0.77953
happy,0.623948,0.201084,0.275506,0.426039
happy,0.797904,0.134499,0.323552,0.697666
happy,1.0,0.136704,0.296682,0.588392
happy,0.698013,0.214708,0.302366,0.705597
happy,0.730452,0.17542,0.314092,1.0
happy,0.64043,0.191607,0.221672,0.778052
happy,0.817749,0.175957,0.220279,0.78804
happy,0.888984,0.029014,0.244676,0.668672
happy,0.733635,0.194356,0.420356,0.644405
happy,0.735632,0.260311,0.305917,0.898605
happy,0.767536,0.301915,0.390409,0.817534
happy,0.766977,0.226584,0.418866,0.657651
happy,0.955406,0.147468,0.514408,0.676752
happy,0.879662,0.267967,0.52312,1.0
happy,1.0,0.183394,0.38836,0.627249
happy,0.802335,0.098082,0.423521,0.527442
happy,0.954558,0.181565,0.223156,0.650023
happy,0.78131,0.099215,0.559041,0.773479
happy,0.695598,0.084727,0.386041,0.768869
happy,0.847926,0.196522,0.252496,0.824196
happy,0.740791,0.106592,0.355636,0.678271
happy,0.698194,0.273435,0.037499,0.807932
happy,0.698531,0.147369,0.302,0.741062
happy,0.601989,0.187806,0.466464,0.80657
happy,0.620389,0.117231,0.171361,0.497777
happy,0.848111,0.290939,0.19943,0.961944
happy,0.910154,0.25811,0.298162,0.625891
happy,0.846736,0.253556,0.172757,0.732183
happy,0.774934,0.338679,0.247836,0.65308
happy,0.727746,0.180877,0.277914,0.888811
happy,0.645211,0.147386,0.232895,0.660475
happy,0.874854,0.217874,0.438948,0.781977
happy,0.728057,0.019157,0.373345,0.694214
happy,0.719764,0.15391,0.322629,0.599757
happy,0.654274,0.135542,0.375716,0.937614
happy,0.824503,0.010342,0.367578,0.773725
happy,0.851596,0.143477,0.164005,0.818845
happy,0.697865,0.386857,0.21307,0.980804
happy,0.608981,0.396256,0.379903,0.842385
happy,0.82777,0.316911,0.400115,0.831352
happy,0.62474,0.201249,0.212675,0.705536
happy,0.789599,0.200594,0.492334,0.832696
happy,0.839065,0.307592,0.541977,0.605781
happy,0.719169,0.216433,0.246831,0.644174
happy,0.5758,0.088369,0.522678,0.674662
happy,0.528968,0.2305,0.309898,0.43441
happy,0.661783,0.173577,0.3801,0.619509
happy,0.887947,0.17899,0.634388,0.840606
happy,0.933455,0.334162,0.208366,0.885684
happy,1.0,0.380435,0.400044,0.562811
happy,0.893496,0.159059,0.388941,0.836348
happy,0.896602,0.124065,0.472951,0.781893
happy,0.724078,0.17459,0.403829,0.947966
happy,0.711488,0.297006,0.257867,0.634203
happy,0.752167,0.193077,0.33909,0.60078
happy,0.679932,0.16157,0.433102,0.753583
happy,0.846777,0.317337,0.345459,0.61263
happy,0.664945,0.364912,0.459054,0.916929
happy,0.893128,0.189724,0.416086,0.723273
happy,1.0,0.261443,0.545484,0.72401
happy,0.913784,0.231493,0.282764,0.892753
happy,0.673919,0.178707,0.450717,0.765281
happy,0.709098,0.212046,0.51686,0.610856
happy,0.452703,0.310987,0.295385,0.664666
happy,0.849009,0.160781,0.328959,0.864934
happy,0.832828,0.1991,0.255815,0.571588
happy,0.86526,0.261331,0.240211,0.739786
happy,0.501664,0.269082,0.386856,0.600617
happy,0.887085,0.239073,0.311412,0.653395
happy,0.715612,0.282776,0.424787,0.63828
happy,0.603515,0.177178,0.393498,0.583952
happy,0.654977,0.181582,0.385192,0.786925
happy,0.877033,0.015507,0.470566,0.748553
happy,0.681557,0.280009,0.103133,0.435673
happy,0.982566,0.064679,0.372226,0.539473
happy,0.68845,0.092395,0.465798,0.410523
happy,0.741454,0.092079,0.215091,0.804034
happy,0.631792,0.181972,0.398817,0.70231
happy,0.821038,0.300228,0.373991,0.647359
happy,0.736274,0.152809,0.460475,0.593969
happy,0.785522,0.260777,0.259182,0.477095
happy,0.845399,0.204935,0.332383,0.69092
happy,0.765581,0.234171,0.332084,0.605143
happy,0.804693,0.265844,0.267248,0.423913
happy,0.869546,0.282633,0.438029,0.632311
happy,0.885336,0.241306,0.308694,0.592549
happy,0.946727,0.214678,0.345596,0.56402
happy,0.837551,0.176878,0.556703,0.721278
happy,0.808696,0.115175,0.203339,0.56656
happy,0.685851,0.06545,0.214957,0.510784
happy,0.794784,0.276578,0.251021,0.901304
happy,0.796453,0.203049,0.378866,0.940465
happy,0.828802,0.309669,0.709966,0.663807
happy,0.723252,0.244783,0.232507,0.606394
happy,0.649304,0.376567,0.410977,0.636463
happy,0.647435,0.268804,0.461682,0.644568
happy,0.861532,0.13877,0.493834,0.772444
happy,0.718004,0.063822,0.358501,0.76742
happy,0.972929,0.153993,0.330719,0.578331
happy,0.807007,0.174901,0.228844,0.652093
happy,0.712744,0.111102,0.378741,0.607149
happy,0.685958,0.190778,0.147712,0.716675
happy,0.698696,0.116608,0.564156,0.754218
happy,0.649138,0.04538,0.255138,0.877199
happy,0.480913,0.236449,0.209882,0.722258
happy,1.0,0.310171,0.387609,0.656257
happy,0.835915,0.107949,0.221237,0.702152
happy,0.961018,0.225147,0.485095,0.610042
happy,0.760125,0.051568,0.36504,0.604697
happy,0.891095,0.263572,0.419434,0.864914
happy,0.699822,0.0,0.131612,0.688785
happy,0.585113,0.112325,0.26191,0.719042
happy,0.402855,0.252032,0.403196,0.669725
happy,0.717951,0.369215,0.339692,0.333586
happy,0.88961,0.069727,0.338948,0.90856
happy,0.615665,0.156228,0.412959,0.652638
happy,0.823664,0.13629,0.281455,0.674759
happy,0.719102,0.232274,0.450328,0.873235
happy,0.581376,0.15412,0.344862,0.833367
happy,0.845639,0.09399,0.583286,0.668866
happy,1.0,0.115206,0.274597,0.91183
happy,0.693196,0.204395,0.484984,0.775151
happy,0.994935,0.133839,0.374453,0.60025
happy,0.83881,0.29551,0.411762,0.548655
happy,0.809815,0.100649,0.260397,0.63627
happy,0.762333,0.244332,0.257834,0.661538
happy,0.974203,0.179009,0.392486,0.600661
happy,1.0,0.125656,0.320058,0.650384
happy,0.70993,0.274336,0.305944,0.775468
happy,0.969846,0.081173,0.28298,0.547174
happy,0.740305,0.134541,0.39657,0.216184
happy,0.84592,0.117376,0.359167,0.38685
happy,0.871599,0.0,0.165727,0.697887
happy,0.599021,0.100948,0.567283,0.727051
happy,0.671076,0.115543,0.406168,0.764928
happy,0.676997,0.0,0.231679,0.30712
happy,0.584805,0.223995,0.480709,0.833672
happy,0.78078,0.266965,0.133919,0.743529
happy,0.500662,0.069432,0.339007,0.961475
happy,0.651985,0.083613,0.393698,0.776154
happy,0.585832,0.196358,0.236627,0.774035
happy,0.778215,0.195931,0.316219,0.737846
happy,0.627785,0.355421,0.584788,0.809364
happy,0.612632,0.368904,0.173361,0.795503
happy,0.838875,0.220182,0.466657,0.907403
happy,0.604119,0.31331,0.263546,0.696292
happy,0.620272,0.161017,0.350015,0.63278
happy,0.769572,0.165966,0.309534,0.668425
happy,0.682751,0.34438,0.202164,0.931009
happy,0.703238,0.069688,0.165505,0.618302
happy,0.730387,0.230332,0.558031,0.510249
happy,0.830859,0.274265,0.229321,0.762442
happy,0.935027,0.317659,0.269172,0.897416
happy,0.769085,0.181273,0.302333,0.810961
happy,0.74913,0.255487,0.313315,0.685286
happy,0.796068,0.234898,0.307236,0.699426
happy,0.700896,0.208817,0.182491,0.613418
happy,0.878778,0.222042,0.347406,0.531185
happy,0.763232,0.173121,0.283988,0.90396
happy,0.524315,0.213438,0.478035,0.849207
happy,0.816475,0.220153,0.326745,0.744432
happy,0.750381,0.193347,0.356732,0.854968
happy,0.749184,0.129394,0.21585,0.732329
happy,0.520807,0.308102,0.246929,0.756538
happy,0.913357,0.264984,0.526465,1.0
happy,0.854189,0.084237,0.530709,0.762814
happy,0.897208,0.311146,0.221564,0.879665
happy,0.637583,0.170158,0.169392,0.899835
happy,0.717486,0.231611,0.11598,0.567557
happy,0.828511,0.317771,0.32765,0.563456
happy,0.718431,0.199371,0.378507,0.67154
happy,0.897549,0.109903,0.406289,0.735449
happy,0.856208,0.056104,0.315458,0.734904
happy,0.851105,0.21092,0.449971,0.688191
happy,0.698769,0.063163,0.463329,1.0
happy,0.55164,0.154025,0.230426,0.725873
happy,0.981591,0.158417,0.493409,0.709409
happy,0.619819,0.098978,0.47247,0.653611
happy,0.920493,0.24057,0.391076,0.535484
happy,0.703391,0.012601,0.409054,0.676049
happy,0.920697,0.137199,0.378649,0.626989
happy,0.858816,0.077609,0.352552,0.635419
happy,0.481281,0.106406,0.504856,0.846801
happy,0.730752,0.348672,0.401999,0.799031
happy,0.748489,0.119247,0.335892,0.893216
happy,0.715428,0.0,0.389608,0.623498
happy,0.434508,0.167336,0.309829,0.685097
happy,0.803567,0.164181,0.356039,0.570481
happy,0.605782,0.199146,0.282674,0.60865
happy,0.635688,0.193645,0.170491,0.588689
happy,0.636002,0.343604,0.397298,0.709845
happy,0.953578,0.050548,0.391904,0.855833
happy,0.725355,0.15314,0.295026,0.737736
