audio_path,label,pitch_var,energy_var,centroid_var
synthetic/monotone_00110.wav,monotone,0.037184,0.090902,0.098925
synthetic/monotone_00111.wav,monotone,0.035383,0.080846,0.091655
synthetic/monotone_00112.wav,monotone,0.024299,0.102496,0.063982
synthetic/monotone_00113.wav,monotone,0.030523,0.020703,0.059875
synthetic/monotone_00114.wav,monotone,0.014837,0.1012,0.131093
synthetic/monotone_00115.wav,monotone,0.026609,0.116657,0.090261
synthetic/monotone_00116.wav,monotone,0.01272,0.108325,0.050544
synthetic/monotone_00117.wav,monotone,0.023402,0.112818,0.043322
synthetic/monotone_00118.wav,monotone,0.022372,0.11032,0.098695
synthetic/monotone_00119.wav,monotone,0.030998,0.106691,0.017446
synthetic/monotone_00120.wav,monotone,0.028477,0.097877,0.034708
synthetic/monotone_00121.wav,monotone,0.039668,0.091285,0.068577
synthetic/monotone_00122.wav,monotone,0.047775,0.13062,0.02354
synthetic/monotone_00123.wav,monotone,0.020171,0.101534,0.050968
synthetic/monotone_00124.wav,monotone,0.059852,0.124234,0.03538
synthetic/monotone_00125.wav,monotone,0.01866,0.029382,0.071142
synthetic/monotone_00126.wav,monotone,0.020921,0.052966,0.02204
synthetic/monotone_00127.wav,monotone,0.043346,0.050122,0.032825
synthetic/monotone_00128.wav,monotone,0.001703,0.09619,0.066913
synthetic/monotone_00129.wav,monotone,0.040969,0.13742,0.066214
synthetic/monotone_00130.wav,monotone,0.024835,0.015849,0.06323
synthetic/monotone_00131.wav,monotone,0.035288,0.090281,0.00158
synthetic/monotone_00132.wav,monotone,0.048532,0.104847,0.048303
synthetic/monotone_00133.wav,monotone,0.025738,0.00319,0.069694
synthetic/monotone_00134.wav,monotone,0.024848,0.034783,0.119227
synthetic/monotone_00135.wav,monotone,0.053173,0.108955,0.059367
synthetic/monotone_00136.wav,monotone,0.011381,0.079232,0.074096
synthetic/monotone_00137.wav,monotone,0.028375,0.078589,0.065601
synthetic/monotone_00138.wav,monotone,0.012845,0.112826,0.090213
synthetic/monotone_00139.wav,monotone,0.023547,0.052226,0.123625
synthetic/monotone_00140.wav,monotone,0.047119,0.0,0.056936
synthetic/monotone_00141.wav,monotone,0.0147,0.043529,0.039304
synthetic/monotone_00142.wav,monotone,0.030644,0.074724,0.021156
synthetic/monotone_00143.wav,monotone,0.013706,0.0,0.057289
synthetic/monotone_00144.wav,monotone,0.034026,0.114446,0.089434
synthetic/monotone_00145.wav,monotone,0.031477,0.063846,0.124207
synthetic/monotone_00146.wav,monotone,0.016101,0.025728,0.04615
synthetic/monotone_00147.wav,monotone,0.032918,0.134002,0.04581
synthetic/monotone_00148.wav,monotone,0.005691,0.109329,0.046448
synthetic/monotone_00149.wav,monotone,0.013965,0.04349,0.063929
synthetic/monotone_00150.wav,monotone,0.003485,0.138979,0.054912
synthetic/monotone_00151.wav,monotone,0.030661,0.121857,0.03748
synthetic/monotone_00152.wav,monotone,0.030879,0.076451,0.07431
synthetic/monotone_00153.wav,monotone,0.066635,0.03593,0.057829
synthetic/monotone_00154.wav,monotone,0.06169,0.043864,0.108357
synthetic/monotone_00155.wav,monotone,0.031159,0.121129,0.076791
synthetic/monotone_00156.wav,monotone,0.034755,0.044302,0.055524
synthetic/monotone_00157.wav,monotone,0.040256,0.064546,0.0274
synthetic/monotone_00158.wav,monotone,0.015265,0.136536,0.107867
synthetic/monotone_00159.wav,monotone,0.019209,0.079112,0.097237
synthetic/monotone_00160.wav,monotone,0.034384,0.08264,0.078513
synthetic/monotone_00161.wav,monotone,0.013368,0.052603,0.082951
synthetic/monotone_00162.wav,monotone,0.033019,0.098491,0.062744
synthetic/monotone_00163.wav,monotone,0.010638,0.096954,0.098963
synthetic/monotone_00164.wav,monotone,0.037749,0.10933,0.031862
synthetic/monotone_00165.wav,monotone,0.02626,0.061847,0.044849
synthetic/monotone_00166.wav,monotone,0.020716,0.103726,0.076606
synthetic/monotone_00167.wav,monotone,0.042692,0.152138,0.065273
synthetic/monotone_00168.wav,monotone,0.037039,0.08727,0.011632
synthetic/monotone_00169.wav,monotone,0.01413,0.098828,0.046886
synthetic/monotone_00170.wav,monotone,0.029263,0.023097,0.068684
synthetic/monotone_00171.wav,monotone,0.025577,0.087536,0.065816
synthetic/monotone_00172.wav,monotone,0.005648,0.124148,0.022064
synthetic/monotone_00173.wav,monotone,0.025536,0.061569,0.091024
synthetic/monotone_00174.wav,monotone,0.03165,0.118565,0.066184
synthetic/monotone_00175.wav,monotone,0.029675,0.047843,0.045941
synthetic/monotone_00176.wav,monotone,0.030597,0.090395,0.040794
synthetic/monotone_00177.wav,monotone,0.051161,0.092181,0.026811
synthetic/monotone_00178.wav,monotone,0.052354,0.01272,0.071936
synthetic/monotone_00179.wav,monotone,0.021883,0.143065,0.085156
synthetic/monotone_00180.wav,monotone,0.012564,0.120353,0.0
synthetic/monotone_00181.wav,monotone,0.042575,0.078314,0.032792
synthetic/monotone_00182.wav,monotone,0.044776,0.111172,0.065916
synthetic/monotone_00183.wav,monotone,0.034356,0.096307,0.049503
synthetic/monotone_00184.wav,monotone,0.03847,0.005686,0.0
synthetic/monotone_00185.wav,monotone,0.037015,0.095688,0.040062
synthetic/monotone_00186.wav,monotone,0.013841,0.132908,0.044651
synthetic/monotone_00187.wav,monotone,0.020963,0.041318,0.083984
synthetic/monotone_00188.wav,monotone,0.0,0.072463,0.038558
synthetic/monotone_00189.wav,monotone,0.027844,0.106745,0.045403
synthetic/monotone_00190.wav,monotone,0.025861,0.005226,0.043556
synthetic/monotone_00191.wav,monotone,0.014155,0.089236,0.052923
synthetic/monotone_00192.wav,monotone,0.023384,0.086245,0.032991
synthetic/monotone_00193.wav,monotone,0.012964,0.0,0.057691
synthetic/monotone_00194.wav,monotone,0.029873,0.077461,0.042284
synthetic/monotone_00195.wav,monotone,0.045533,0.04972,0.113243
synthetic/monotone_00196.wav,monotone,0.025524,0.046621,0.047761
synthetic/monotone_00197.wav,monotone,0.028668,0.094569,0.115776
synthetic/monotone_00198.wav,monotone,0.03183,0.107831,0.087067
synthetic/monotone_00199.wav,monotone,0.036336,0.156107,0.04949
synthetic/monotone_00200.wav,monotone,0.020392,0.030644,0.051331
synthetic/monotone_00201.wav,monotone,0.0,0.10421,0.038564
synthetic/monotone_00202.wav,monotone,0.039445,0.093621,0.023495
synthetic/monotone_00203.wav,monotone,0.061245,0.048608,0.03407
synthetic/monotone_00204.wav,monotone,0.023577,0.09836,0.027249
synthetic/monotone_00205.wav,monotone,0.041831,0.084897,0.054039
synthetic/monotone_00206.wav,monotone,0.014063,0.083459,0.051441
synthetic/monotone_00207.wav,monotone,0.0,0.091731,0.031351
synthetic/monotone_00208.wav,monotone,0.02495,0.043998,0.048788
synthetic/monotone_00209.wav,monotone,0.022761,0.063836,0.045613
synthetic/monotone_00210.wav,monotone,0.019443,0.119254,0.07246
synthetic/monotone_00211.wav,monotone,0.03754,0.131161,0.042778
synthetic/monotone_00212.wav,monotone,0.035982,0.056894,0.033411
synthetic/monotone_00213.wav,monotone,0.049076,0.044078,0.133101
synthetic/monotone_00214.wav,monotone,0.065091,0.0,0.086422
synthetic/monotone_00215.wav,monotone,0.016808,0.101354,0.06468
synthetic/monotone_00216.wav,monotone,0.0,0.08313,0.098696
synthetic/monotone_00217.wav,monotone,0.033329,0.15456,0.03765
synthetic/monotone_00218.wav,monotone,0.058236,0.078666,0.020083
synthetic/monotone_00219.wav,monotone,0.038037,0.148028,0.065322
synthetic/monotone_00220.wav,monotone,0.033296,0.084147,0.0
synthetic/monotone_00221.wav,monotone,0.060466,0.156135,0.104956
synthetic/monotone_00222.wav,monotone,0.036467,0.084077,0.050542
synthetic/monotone_00223.wav,monotone,0.053771,0.113071,0.025277
synthetic/monotone_00224.wav,monotone,0.02306,0.094231,0.043554
synthetic/monotone_00225.wav,monotone,0.040582,0.160829,0.120211
synthetic/monotone_00226.wav,monotone,0.040556,0.044532,0.08963
synthetic/monotone_00227.wav,monotone,0.011733,0.060699,0.039669
synthetic/monotone_00228.wav,monotone,0.026677,0.093348,0.092692
synthetic/monotone_00229.wav,monotone,0.03486,0.014595,0.079056
synthetic/monotone_00230.wav,monotone,0.042242,0.114102,0.0401
synthetic/monotone_00231.wav,monotone,0.027618,0.062688,0.086533
synthetic/monotone_00232.wav,monotone,0.002089,0.061421,0.100825
synthetic/monotone_00233.wav,monotone,0.022984,0.134706,0.084778
synthetic/monotone_00234.wav,monotone,0.001609,0.045242,0.118107
synthetic/monotone_00235.wav,monotone,0.004247,0.055613,0.063148
synthetic/monotone_00236.wav,monotone,0.033941,0.145943,0.030452
synthetic/monotone_00237.wav,monotone,0.031907,0.110579,0.050507
synthetic/monotone_00238.wav,monotone,0.016357,0.061281,0.023312
synthetic/monotone_00239.wav,monotone,0.029715,0.123343,0.044268
synthetic/monotone_00240.wav,monotone,0.039989,0.0,0.003618
synthetic/monotone_00241.wav,monotone,0.048635,0.072555,0.07258
synthetic/monotone_00242.wav,monotone,0.007443,0.041177,0.095033
synthetic/monotone_00243.wav,monotone,0.029107,0.105087,0.060315
synthetic/monotone_00244.wav,monotone,0.0474,0.057115,0.0
synthetic/monotone_00245.wav,monotone,0.015326,0.101449,0.067445
synthetic/monotone_00246.wav,monotone,0.025744,0.126738,0.041281
synthetic/monotone_00247.wav,monotone,0.012186,0.114409,0.038584
synthetic/monotone_00248.wav,monotone,0.033293,0.020961,0.014549
synthetic/monotone_00249.wav,monotone,0.019821,0.168434,0.073823
synthetic/monotone_00250.wav,monotone,0.025599,0.063004,0.066718
synthetic/monotone_00251.wav,monotone,0.03193,0.108497,0.121144
synthetic/monotone_00252.wav,monotone,0.024984,0.18619,0.001906
synthetic/monotone_00253.wav,monotone,0.03331,0.050612,0.075719
synthetic/monotone_00254.wav,monotone,0.009801,0.046642,0.060901
synthetic/monotone_00255.wav,monotone,0.009308,0.205913,0.095058
synthetic/monotone_00256.wav,monotone,0.042423,0.095798,0.075263
synthetic/monotone_00257.wav,monotone,0.027799,0.090059,0.052855
synthetic/monotone_00258.wav,monotone,0.014123,0.072443,0.103812
synthetic/monotone_00259.wav,monotone,0.034953,0.145756,0.090652
synthetic/monotone_00260.wav,monotone,0.064418,0.089341,0.065335
synthetic/monotone_00261.wav,monotone,0.023891,0.1295,0.047414
synthetic/monotone_00262.wav,monotone,0.039949,0.011746,0.046301
synthetic/monotone_00263.wav,monotone,0.051864,0.101414,0.10114
synthetic/monotone_00264.wav,monotone,0.022399,0.071476,0.009472
synthetic/monotone_00265.wav,monotone,0.030015,0.113639,0.053446
synthetic/monotone_00266.wav,monotone,0.031581,0.042093,0.034552
synthetic/monotone_00267.wav,monotone,0.030247,0.11159,0.049267
synthetic/monotone_00268.wav,monotone,0.040753,0.126867,0.045807
synthetic/monotone_00269.wav,monotone,0.012686,0.0,0.067543
synthetic/monotone_00270.wav,monotone,0.019049,0.083644,0.039869
synthetic/monotone_00271.wav,monotone,0.026284,0.095463,0.049097
synthetic/monotone_00272.wav,monotone,0.045433,0.048397,0.0409
synthetic/monotone_00273.wav,monotone,0.023859,0.097338,0.027057
synthetic/monotone_00274.wav,monotone,0.047283,0.008288,0.054746
synthetic/monotone_00275.wav,monotone,0.035199,0.019629,0.070988
synthetic/monotone_00276.wav,monotone,0.042434,0.089358,0.057942
synthetic/monotone_00277.wav,monotone,0.028653,0.079171,0.088616
synthetic/monotone_00278.wav,monotone,0.026043,0.060278,0.086102
synthetic/monotone_00279.wav,monotone,0.038896,0.122191,0.02587
synthetic/monotone_00280.wav,monotone,0.046757,0.073083,0.0322
synthetic/monotone_00281.wav,monotone,0.041518,0.093324,0.027485
synthetic/monotone_00282.wav,monotone,0.02647,0.105565,0.006827
synthetic/monotone_00283.wav,monotone,0.038182,0.071629,0.07545
synthetic/monotone_00284.wav,monotone,0.0,0.14393,0.041621
synthetic/monotone_00285.wav,monotone,0.021231,0.070399,0.076475
synthetic/monotone_00286.wav,monotone,0.027865,0.142168,0.052935
synthetic/monotone_00287.wav,monotone,0.054671,0.071872,0.060192
synthetic/monotone_00288.wav,monotone,0.006121,0.047793,0.068845
synthetic/monotone_00289.wav,monotone,0.008196,0.147584,0.066444
synthetic/monotone_00290.wav,monotone,0.024645,0.076421,0.110227
synthetic/monotone_00291.wav,monotone,0.041729,0.004001,0.047441
synthetic/monotone_00292.wav,monotone,0.043779,0.045953,0.070727
synthetic/monotone_00293.wav,monotone,0.0,0.056453,0.063308
synthetic/monotone_00294.wav,monotone,0.040892,0.060686,0.0878
synthetic/monotone_00295.wav,monotone,0.007664,0.072524,0.06553
synthetic/monotone_00296.wav,monotone,0.006416,0.131706,0.068753
synthetic/monotone_00297.wav,monotone,0.013388,0.102132,0.034881
synthetic/monotone_00298.wav,monotone,0.02022,0.025139,0.049148
synthetic/monotone_00299.wav,monotone,0.0,0.088626,0.115565
synthetic/monotone_00300.wav,monotone,0.023305,0.0,0.045593
synthetic/monotone_00301.wav,monotone,0.028953,0.086073,0.058012
synthetic/monotone_00302.wav,monotone,0.052831,0.072449,0.048092
synthetic/monotone_00303.wav,monotone,0.035232,0.097781,0.053583
synthetic/monotone_00304.wav,monotone,0.026337,0.053933,0.081873
synthetic/monotone_00305.wav,monotone,0.006671,0.084668,0.086627
synthetic/monotone_00306.wav,monotone,0.029149,0.010295,0.055054
synthetic/monotone_00307.wav,monotone,0.040903,0.08909,0.027469
synthetic/monotone_00308.wav,monotone,0.064282,0.117226,0.064574
synthetic/monotone_00309.wav,monotone,0.071593,0.068294,0.014633
synthetic/monotone_00310.wav,monotone,0.027492,0.082699,0.012798
synthetic/monotone_00311.wav,monotone,0.040372,0.119412,0.017299
synthetic/monotone_00312.wav,monotone,0.020227,0.030965,0.020831
synthetic/monotone_00313.wav,monotone,0.036604,0.083608,0.053358
synthetic/monotone_00314.wav,monotone,0.034621,0.06445,0.040416
synthetic/monotone_00315.wav,monotone,0.024002,0.070012,0.060537
synthetic/monotone_00316.wav,monotone,0.037666,0.050647,0.051188
synthetic/monotone_00317.wav,monotone,0.021346,0.054929,0.083697
synthetic/monotone_00318.wav,monotone,0.019355,0.073771,0.029322
synthetic/monotone_00319.wav,monotone,0.040548,0.124043,0.065089
synthetic/monotone_00320.wav,monotone,0.059049,0.0,0.039173
synthetic/monotone_00321.wav,monotone,0.039829,0.01764,0.05494
synthetic/monotone_00322.wav,monotone,0.03107,0.070033,0.058634
synthetic/monotone_00323.wav,monotone,0.042741,0.123326,0.017654
synthetic/monotone_00324.wav,monotone,0.010161,0.097759,0.024691
synthetic/monotone_00325.wav,monotone,0.058659,0.075871,0.066915
synthetic/monotone_00326.wav,monotone,0.027352,0.065288,0.038026
synthetic/monotone_00327.wav,monotone,0.05532,0.094586,0.0
synthetic/monotone_00328.wav,monotone,0.02045,0.101222,0.072591
synthetic/monotone_00329.wav,monotone,0.048424,0.09075,0.052366
synthetic/monotone_00330.wav,monotone,0.027377,0.09166,0.07632
synthetic/monotone_00331.wav,monotone,0.0204,0.066964,0.077088
synthetic/monotone_00332.wav,monotone,0.032158,0.075802,0.085179
synthetic/monotone_00333.wav,monotone,0.018882,0.104184,0.096703
synthetic/monotone_00334.wav,monotone,0.029892,0.076392,0.028286
synthetic/monotone_00335.wav,monotone,0.024497,0.05354,0.089995
synthetic/monotone_00336.wav,monotone,0.026094,0.068613,0.092426
synthetic/monotone_00337.wav,monotone,0.028844,0.10207,0.04922
synthetic/monotone_00338.wav,monotone,0.035801,0.072962,0.098582
synthetic/monotone_00339.wav,monotone,0.033478,0.02385,0.045387
synthetic/monotone_00340.wav,monotone,0.011048,0.101576,0.08359
synthetic/monotone_00341.wav,monotone,0.033858,0.059791,0.025835
synthetic/monotone_00342.wav,monotone,0.029306,0.053335,0.087899
synthetic/monotone_00343.wav,monotone,0.02415,0.098278,0.045607
synthetic/monotone_00344.wav,monotone,0.046407,0.039367,0.049354
synthetic/monotone_00345.wav,monotone,0.038702,0.147047,0.01706
synthetic/monotone_00346.wav,monotone,0.010929,0.09881,0.107386
synthetic/monotone_00347.wav,monotone,0.042602,0.108658,0.027991
synthetic/monotone_00348.wav,monotone,0.033929,0.100442,0.066382
synthetic/monotone_00349.wav,monotone,0.034565,0.110155,0.0
synthetic/monotone_00350.wav,monotone,0.0,0.032414,0.062592
synthetic/monotone_00351.wav,monotone,0.024159,0.026658,0.1086
synthetic/monotone_00352.wav,monotone,0.026885,0.087856,0.08802
synthetic/monotone_00353.wav,monotone,0.06195,0.077625,0.065561
synthetic/monotone_00354.wav,monotone,0.011321,0.07809,0.02218
synthetic/monotone_00355.wav,monotone,0.023198,0.110481,0.070732
synthetic/monotone_00356.wav,monotone,0.04421,0.090051,0.094966
synthetic/monotone_00357.wav,monotone,0.015265,0.128663,0.04284
synthetic/monotone_00358.wav,monotone,0.024338,0.067479,0.114955
synthetic/monotone_00359.wav,monotone,0.01867,0.09925,0.072553
synthetic/monotone_00360.wav,monotone,0.031457,0.048376,0.025615
synthetic/monotone_00361.wav,monotone,0.012717,0.123484,0.036263
synthetic/monotone_00362.wav,monotone,0.011811,0.118159,0.078391
synthetic/monotone_00363.wav,monotone,0.029436,0.058689,0.0
synthetic/monotone_00364.wav,monotone,0.018186,0.072756,0.027467
synthetic/monotone_00365.wav,monotone,0.013755,0.161784,0.008461
synthetic/monotone_00366.wav,monotone,0.03422,0.047316,0.065189
synthetic/monotone_00367.wav,monotone,0.011478,0.127033,0.049256
synthetic/monotone_00368.wav,monotone,0.055299,0.133805,0.031977
synthetic/monotone_00369.wav,monotone,0.014513,0.026596,0.029403
synthetic/monotone_00370.wav,monotone,0.04812,0.144275,0.041537
synthetic/monotone_00371.wav,monotone,0.04606,0.07713,0.051202
synthetic/monotone_00372.wav,monotone,0.027497,0.110972,0.0
synthetic/monotone_00373.wav,monotone,0.024203,0.054645,0.084111
synthetic/monotone_00374.wav,monotone,0.04101,0.120088,0.078982
synthetic/monotone_00375.wav,monotone,0.03525,0.04685,0.067698
synthetic/monotone_00376.wav,monotone,0.024355,0.058776,0.0
synthetic/monotone_00377.wav,monotone,0.046213,0.040862,0.058902
synthetic/monotone_00378.wav,monotone,0.058482,0.116311,0.045793
synthetic/monotone_00379.wav,monotone,0.067694,0.122034,0.034787
synthetic/monotone_00380.wav,monotone,0.023165,0.12203,0.085542
synthetic/monotone_00381.wav,monotone,0.036237,0.031772,0.057311
synthetic/monotone_00382.wav,monotone,0.042907,0.156647,0.065185
synthetic/monotone_00383.wav,monotone,0.027166,0.071629,0.075694
synthetic/monotone_00384.wav,monotone,0.002826,0.064063,0.056447
synthetic/monotone_00385.wav,monotone,0.035501,0.077563,0.052748
synthetic/monotone_00386.wav,monotone,0.022543,0.083255,0.076036
synthetic/monotone_00387.wav,monotone,0.03588,0.119986,0.047574
synthetic/monotone_00388.wav,monotone,0.039338,0.019201,0.050352
synthetic/monotone_00389.wav,monotone,0.051535,0.044781,0.081471
synthetic/monotone_00390.wav,monotone,0.020675,0.085567,0.014065
synthetic/monotone_00391.wav,monotone,0.056646,0.141023,0.03879
synthetic/monotone_00392.wav,monotone,0.014858,0.015926,0.067352
synthetic/monotone_00393.wav,monotone,0.03341,0.104113,0.07404
synthetic/monotone_00394.wav,monotone,0.015645,0.124251,0.107957
synthetic/monotone_00395.wav,monotone,0.025797,0.057657,0.054267
synthetic/monotone_00396.wav,monotone,0.024599,0.116171,0.088109
synthetic/monotone_00397.wav,monotone,0.039772,0.068794,0.06235
synthetic/monotone_00398.wav,monotone,0.045747,0.1063,0.06729
synthetic/monotone_00399.wav,monotone,0.035677,0.12704,0.049826
synthetic/monotone_00400.wav,monotone,0.015126,0.067244,0.117787
synthetic/monotone_00401.wav,monotone,0.018487,0.130161,0.027863
synthetic/monotone_00402.wav,monotone,0.030941,0.107891,0.049585
synthetic/monotone_00403.wav,monotone,0.020898,0.097675,0.029689
synthetic/monotone_00404.wav,monotone,0.046756,0.057578,0.075571
synthetic/monotone_00405.wav,monotone,0.021609,0.076299,0.056615
synthetic/monotone_00406.wav,monotone,0.045149,0.104563,0.026228
synthetic/monotone_00407.wav,monotone,0.008731,0.033837,0.03557
synthetic/monotone_00408.wav,monotone,0.046073,0.087276,0.093456
synthetic/monotone_00409.wav,monotone,0.018427,0.06943,0.047172
synthetic/monotone_00410.wav,monotone,0.007033,0.128803,0.027801
